dataset_name,alg_name,fold_num,train_time,infer_time,best_params,accuracy,precision,fpr,tpr,pr_auc,roc_auc
lenses.csv,RBoost,1,9.629434823989868,0.9564558664957682,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 50, 'estimator__model__kappa': 0.13888888888888887, 'estimator__model__T': 5}",0.5,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.861111111111111,0.5
lenses.csv,RBoost,2,10.466476440429688,1.5792051951090496,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.09259259259259259, 'estimator__model__T': 10}",0.5,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.5277777777777777,0.5
lenses.csv,RBoost,3,10.575578212738037,1.5028317769368489,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 1, 'estimator__model__kappa': 0.09259259259259259, 'estimator__model__T': 10}",0.5,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.5277777777777777,0.5
lenses.csv,RBoost,4,10.153789520263672,0.9324550628662109,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.09259259259259259, 'estimator__model__T': 5}",0.5,0.6666666666666666,0.0,1.0,0.5277777777777777,1.0
lenses.csv,RBoost,5,10.236315965652466,1.0188817977905273,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 50, 'estimator__model__kappa': 0.09259259259259259, 'estimator__model__T': 3}",0.5,1.0,0.0,nan,nan,nan
lenses.csv,RBoost,6,10.111459732055664,1.0390281677246094,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 20, 'estimator__model__kappa': 0.09259259259259259, 'estimator__model__T': 3}",0.5,0.25,0.5,0.5,1.0,0.5
lenses.csv,RBoost,7,10.174521923065186,1.3425350189208984,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.09259259259259259, 'estimator__model__T': 5}",0.5,0.25,0.5,0.5,1.0,0.5
lenses.csv,RBoost,8,10.174392700195312,1.033186912536621,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 20, 'estimator__model__kappa': 0.09259259259259259, 'estimator__model__T': 3}",0.5,0.25,0.5,0.5,1.0,0.5
lenses.csv,RBoost,9,10.556788682937622,2.311110496520996,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 1, 'estimator__model__kappa': 0.09259259259259259, 'estimator__model__T': 10}",0.5,0.25,0.5,0.5,0.5,0.5
lenses.csv,RBoost,10,10.530367136001587,2.100825309753418,"{'estimator__model__verbose': False, 'estimator__model__silent': True, 'estimator__model__reg': 100, 'estimator__model__kappa': 0.09259259259259259, 'estimator__model__T': 10}",1.0,1.0,0.0,1.0,1.0,1.0
lenses.csv,LGBoost,1,0.8313713073730469,0.31574567159016925,"{'estimator__model__learning_rate': 0.1580341587319542, 'estimator__model__max_depth': 13, 'estimator__model__n_estimators': 231, 'estimator__model__num_leaves': 27, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 25.00021143575623}",0.5,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5
lenses.csv,LGBoost,2,0.8299052715301514,0.3066062927246094,"{'estimator__model__learning_rate': 0.1580341587319542, 'estimator__model__max_depth': 13, 'estimator__model__n_estimators': 231, 'estimator__model__num_leaves': 27, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 25.00021143575623}",0.5,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5
lenses.csv,LGBoost,3,0.8166697025299072,0.2998510996500651,"{'estimator__model__learning_rate': 0.1580341587319542, 'estimator__model__max_depth': 13, 'estimator__model__n_estimators': 231, 'estimator__model__num_leaves': 27, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 25.00021143575623}",0.5,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5
lenses.csv,LGBoost,4,0.7774765491485596,0.3064473470052083,"{'estimator__model__learning_rate': 0.1580341587319542, 'estimator__model__max_depth': 13, 'estimator__model__n_estimators': 231, 'estimator__model__num_leaves': 27, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 25.00021143575623}",0.5,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.5
lenses.csv,LGBoost,5,0.8143556118011475,0.4429817199707031,"{'estimator__model__learning_rate': 0.1580341587319542, 'estimator__model__max_depth': 13, 'estimator__model__n_estimators': 231, 'estimator__model__num_leaves': 27, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 25.00021143575623}",1.0,1.0,0.0,nan,nan,nan
lenses.csv,LGBoost,6,0.7821047306060791,0.45418739318847656,"{'estimator__model__learning_rate': 0.1580341587319542, 'estimator__model__max_depth': 13, 'estimator__model__n_estimators': 231, 'estimator__model__num_leaves': 27, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 25.00021143575623}",0.5,0.25,0.5,0.5,0.5,0.5
lenses.csv,LGBoost,7,0.7897014617919922,0.45752525329589844,"{'estimator__model__learning_rate': 0.1580341587319542, 'estimator__model__max_depth': 13, 'estimator__model__n_estimators': 231, 'estimator__model__num_leaves': 27, 'estimator__model__objective': 'binary', 'estimator__model__reg_lambda': 25.00021143575623}",0.5,0.25,0.5,0.5,0.5,0.5
